_DataType,UID,PayFrom,Account.UID,Account.Name,Account.DisplayID,Account.URI,Supplier.UID,Supplier.Name,Supplier.DisplayID,Supplier.URI,PayeeAddress,StatementParticulars,StatementCode,StatementReference,PaymentNumber,Date,AmountPaid,AmountPaidForeign,Memo,DeliveryStatus,ForeignCurrency,CurrencyExchangeRate,URI,RowVersion,Line.RowID,Line.Type,Line.Purchase.UID,Line.Purchase.Number,Line.Purchase.URI,Line.AmountApplied,Line.AmountAppliedForeign,Line.GainOrLossAmount,Line.RowVersion
bill_payments,dc0545ce-ccc4-4539-8117-9f5b7a708613,Account,6c046709-a71e-44f5-b3f2-7229c2e21f54,ANZ Bank - 00 Account,600,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/GeneralLedger/Account/6c046709-a71e-44f5-b3f2-7229c2e21f54,9081f014-6190-4525-bf51-af12c6af69db,Steel &Tube,SUO000213,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Contact/Supplier/9081f014-6190-4525-bf51-af12c6af69db,,,,,1077,2024-11-21T00:00:00,5.15,,Payment; FROM Steel & Tube Hold,Print,,,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Purchase/SupplierPayment/dc0545ce-ccc4-4539-8117-9f5b7a708613,-2529328643163815936,3853,Bill,17963cd1-a19d-43b8-b10a-7eb7dcac4015,00000601,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Purchase/Bill/Service/17963cd1-a19d-43b8-b10a-7eb7dcac4015,5.15,,,-2385213455087960064
bill_payments,8bd47b63-564d-498d-9392-f4d761673903,Account,6c046709-a71e-44f5-b3f2-7229c2e21f54,ANZ Bank - 00 Account,600,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/GeneralLedger/Account/6c046709-a71e-44f5-b3f2-7229c2e21f54,d9e19a3c-3e34-4a69-a150-3b19a48c73bb,Bunnings Limited,SUO000112,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Contact/Supplier/d9e19a3c-3e34-4a69-a150-3b19a48c73bb,,,,,1418,2025-03-24T00:00:00,5.66,,Payment for 00000756,Nothing,,,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Purchase/SupplierPayment/8bd47b63-564d-498d-9392-f4d761673903,-732954242284781568,4942,Bill,f3ce8e9a-5e86-49b8-aca1-bf132c318cc8,00000756,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Purchase/Bill/Service/f3ce8e9a-5e86-49b8-aca1-bf132c318cc8,5.66,,,-588839054208925696
bill_payments,1679a12c-1bd7-454f-8e17-67d052d52e9f,Account,6c046709-a71e-44f5-b3f2-7229c2e21f54,ANZ Bank - 00 Account,600,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/GeneralLedger/Account/6c046709-a71e-44f5-b3f2-7229c2e21f54,9081f014-6190-4525-bf51-af12c6af69db,Steel &Tube,SUO000213,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Contact/Supplier/9081f014-6190-4525-bf51-af12c6af69db,,,,,862,2024-08-30T00:00:00,5.75,,Payment for 00000438,Nothing,,,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Purchase/SupplierPayment/1679a12c-1bd7-454f-8e17-67d052d52e9f,-84719569943396352,3131,Bill,a9ccc62f-7a2c-41f0-9f56-f130a53fd57c,00000438,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Purchase/Bill/Service/a9ccc62f-7a2c-41f0-9f56-f130a53fd57c,5.75,,,131734687147098112
bill_payments,4a1c46e4-52a7-4adc-8f6f-434e3dbcb376,Account,6c046709-a71e-44f5-b3f2-7229c2e21f54,ANZ Bank - 00 Account,600,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/GeneralLedger/Account/6c046709-a71e-44f5-b3f2-7229c2e21f54,9081f014-6190-4525-bf51-af12c6af69db,Steel &Tube,SUO000213,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Contact/Supplier/9081f014-6190-4525-bf51-af12c6af69db,,,,,2104,2025-10-21T00:00:00,6.06,,Payment for 00001212,Nothing,,,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Purchase/SupplierPayment/4a1c46e4-52a7-4adc-8f6f-434e3dbcb376,-1901353572075831296,7422,Bill,e8428370-4c8a-4a10-b754-5bc3668855c3,00001212,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Purchase/Bill/Service/e8428370-4c8a-4a10-b754-5bc3668855c3,6.06,,,-1757238383999975424
bill_payments,b434c3c2-aedd-48d5-b041-d7211dbca05b,Account,6c046709-a71e-44f5-b3f2-7229c2e21f54,ANZ Bank - 00 Account,600,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/GeneralLedger/Account/6c046709-a71e-44f5-b3f2-7229c2e21f54,f394c9ab-d265-4e4a-81c4-69bc288467f0,Ideal Electrical,*None,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Contact/Supplier/f394c9ab-d265-4e4a-81c4-69bc288467f0,,,,,342,2023-12-21T00:00:00,6.38,,Payment; FROM Ideal Elec Supp,Print,,,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Purchase/SupplierPayment/b434c3c2-aedd-48d5-b041-d7211dbca05b,2677392177495015424,1469,Bill,95b28742-f0f4-4b44-8e52-9913aa122c55,00000192,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Purchase/Bill/Service/95b28742-f0f4-4b44-8e52-9913aa122c55,6.38,,,2821507365570871296
bill_payments,18f4dbc5-afdc-40fd-90b9-aaca7e260bf9,Account,6c046709-a71e-44f5-b3f2-7229c2e21f54,ANZ Bank - 00 Account,600,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/GeneralLedger/Account/6c046709-a71e-44f5-b3f2-7229c2e21f54,cea99b12-94d3-4ee2-ab3d-379eb6bb95af,Warehouse Stationery,SUO000237,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Contact/Supplier/cea99b12-94d3-4ee2-ab3d-379eb6bb95af,,,,,1589,2025-05-29T00:00:00,6.48,,Payment; Warehouse St B000223485 FROM Warehouse Stationery,Print,,,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Purchase/SupplierPayment/18f4dbc5-afdc-40fd-90b9-aaca7e260bf9,7746480530635358208,5534,Bill,21098bea-e443-4ae2-bf47-b83cac254536,00000851,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Purchase/Bill/Service/21098bea-e443-4ae2-bf47-b83cac254536,6.48,,,7890595718711214080
bill_payments,7f0a6bb5-ec15-42a8-8349-fcf38428976a,Account,6c046709-a71e-44f5-b3f2-7229c2e21f54,ANZ Bank - 00 Account,600,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/GeneralLedger/Account/6c046709-a71e-44f5-b3f2-7229c2e21f54,3d51e4ca-cac4-45f8-8bdf-d3e4ef3883d2,Corys Electrical Ltd,*None,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Contact/Supplier/3d51e4ca-cac4-45f8-8bdf-d3e4ef3883d2,,,,,730,2024-06-27T00:00:00,6.95,,Payment for 00000387,Nothing,,,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Purchase/SupplierPayment/7f0a6bb5-ec15-42a8-8349-fcf38428976a,-7763075459633381376,2685,Bill,77438489-4659-4da1-83ac-daf00bc13302,00000387,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Purchase/Bill/Item/77438489-4659-4da1-83ac-daf00bc13302,6.95,,,-7618960271557525504
bill_payments,b95cdeb6-887c-40c6-934d-10277b8646ab,Account,6c046709-a71e-44f5-b3f2-7229c2e21f54,ANZ Bank - 00 Account,600,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/GeneralLedger/Account/6c046709-a71e-44f5-b3f2-7229c2e21f54,9081f014-6190-4525-bf51-af12c6af69db,Steel &Tube,SUO000213,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Contact/Supplier/9081f014-6190-4525-bf51-af12c6af69db,,,,,1075,2024-11-21T00:00:00,7.83,,Payment; FROM Steel & Tube Hold,Print,,,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Purchase/SupplierPayment/b95cdeb6-887c-40c6-934d-10277b8646ab,-5843977968908500992,3851,Bill,5a059239-0dd4-4904-a849-4dff2bd88c50,00000599,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Purchase/Bill/Service/5a059239-0dd4-4904-a849-4dff2bd88c50,7.83,,,-5699862780832645120
bill_payments,5c3184c7-3244-4283-adc9-b8b099d90b69,Account,6c046709-a71e-44f5-b3f2-7229c2e21f54,ANZ Bank - 00 Account,600,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/GeneralLedger/Account/6c046709-a71e-44f5-b3f2-7229c2e21f54,cea99b12-94d3-4ee2-ab3d-379eb6bb95af,Warehouse Stationery,SUO000237,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Contact/Supplier/cea99b12-94d3-4ee2-ab3d-379eb6bb95af,,,,,518,2024-03-22T00:00:00,8.18,,Payment for 00000291,Nothing,,,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Purchase/SupplierPayment/5c3184c7-3244-4283-adc9-b8b099d90b69,-5092160505137594368,2009,Bill,c4498211-eaa9-4fb3-b3b5-d99fffa77f96,00000291,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Purchase/Bill/Item/c4498211-eaa9-4fb3-b3b5-d99fffa77f96,8.18,,,-4948045317061738496
bill_payments,d745cf5d-9e66-4910-8592-662bc5ef3f2f,Account,6c046709-a71e-44f5-b3f2-7229c2e21f54,ANZ Bank - 00 Account,600,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/GeneralLedger/Account/6c046709-a71e-44f5-b3f2-7229c2e21f54,9081f014-6190-4525-bf51-af12c6af69db,Steel &Tube,SUO000213,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Contact/Supplier/9081f014-6190-4525-bf51-af12c6af69db,,,,,384,2023-12-21T00:00:00,8.3,,Payment for 00000194,Nothing,,,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Purchase/SupplierPayment/d745cf5d-9e66-4910-8592-662bc5ef3f2f,7158192331751948288,1523,Bill,c1bf24e2-c83f-4384-b1b4-6c995ee7655f,00000194,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Purchase/Bill/Service/c1bf24e2-c83f-4384-b1b4-6c995ee7655f,8.3,,,7302307519827804160
bill_payments,1f68afa0-75d7-43e0-b34b-1e6815c27146,Account,6c046709-a71e-44f5-b3f2-7229c2e21f54,ANZ Bank - 00 Account,600,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/GeneralLedger/Account/6c046709-a71e-44f5-b3f2-7229c2e21f54,d9e19a3c-3e34-4a69-a150-3b19a48c73bb,Bunnings Limited,SUO000112,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Contact/Supplier/d9e19a3c-3e34-4a69-a150-3b19a48c73bb,,,,,272,2023-10-30T00:00:00,8.66,,Payment for 00000135,Nothing,,,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Purchase/SupplierPayment/1f68afa0-75d7-43e0-b34b-1e6815c27146,-7152559533682851840,1165,Bill,4513138d-2403-40c7-a423-8e5694a9a913,00000135,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Purchase/Bill/Service/4513138d-2403-40c7-a423-8e5694a9a913,8.66,,,-7008444345606995968
bill_payments,b78067ed-a929-4b16-b961-87649a82588e,Account,6c046709-a71e-44f5-b3f2-7229c2e21f54,ANZ Bank - 00 Account,600,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/GeneralLedger/Account/6c046709-a71e-44f5-b3f2-7229c2e21f54,9081f014-6190-4525-bf51-af12c6af69db,Steel &Tube,SUO000213,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Contact/Supplier/9081f014-6190-4525-bf51-af12c6af69db,,,,,164,2023-09-27T00:00:00,8.99,,Payment; FROM Steel & Tube Hold,Print,,,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Purchase/SupplierPayment/b78067ed-a929-4b16-b961-87649a82588e,6734008442337361920,876,Bill,9771b993-f8e1-4c29-851a-745b72685496,00000113,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Purchase/Bill/Service/9771b993-f8e1-4c29-851a-745b72685496,8.99,,,6878123630413217792
