ContactName,EmailAddress,POAddressLine1,POAddressLine2,POAddressLine3,POAddressLine4,POCity,PORegion,POPostalCode,POCountry,InvoiceNumber,Reference,InvoiceDate,DueDate,Total,InventoryItemCode,Description,Quantity,UnitAmount,LineAmount,Discount,AccountCode,TaxType,TaxAmount,TrackingName1,TrackingOption1,TrackingName2,TrackingOption2,Currency,BrandingTheme,LineAmountType,Status
Lawter (NZ) Ltd,,,,,,,,,,1032,,30/06/2023,20/07/2023,21944.59,,Labour,1,2997.0,2997.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Fonterra Co-operative Group Limited,,,,,,,,,,1036,,30/06/2023,20/07/2023,2091.39,,Pump Gallery #2,1,1818.6,1818.6,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Fonterra Co-operative Group Limited,,,,,,,,,,1037,,30/06/2023,20/07/2023,3654.13,,Roof Top (Shower) #14135413,1,3177.5,3177.5,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Fonterra Co-operative Group Limited,,,,,,,,,,1038,,30/06/2023,20/07/2023,4947.67,,Pump Gallery 1 # 14131034,1,4302.32,4302.32,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Fonterra Co-operative Group Limited,,,,,,,,,,1039,,30/06/2023,20/07/2023,4466.67,,Small Tank #14135397 ,1,1047.56,1047.56,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Fonterra Co-operative Group Limited,,,,,,,,,,1039,,30/06/2023,20/07/2023,4466.67,,Travel/Inductions and Permits,1,2836.5,2836.5,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
DKJ Welding Services,,,,,,,,,,1043,,06/07/2023,20/08/2023,6107.02,,Open Country Dairy Waharoa,1,0.0,0.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
DKJ Welding Services,,,,,,,,,,1043,,06/07/2023,20/08/2023,6107.02,,Insulate and Clad Hot Water pipeline in Boiler House at OCD Waharoa using 0.9mm 5005 Aluminium and 38mm Pre-formed pipe section fibreglass (80kg/m3) as per post install measure up,1,5310.45,5310.45,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Fonterra Waitoa,,,,,,,,,,1044,,07/07/2023,20/08/2023,361.27,,Insulation and Cladding repair D3 100nb Condensate Line above Chemical Bund Area,1,314.15,314.15,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
McAlpine Hussmann Hamilton,,,,,,,,,,1045,,07/07/2023,20/08/2023,2580.08,,"KPMG Rooftop
Insulate 6"" carbon pipe from wall to outdoor HVAC unit with 40mm Thermobreak cladded with Flexi No Clad System",1,2243.55,2243.55,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Fonterra Waitoa,,,,,,,,,,1046,,12/07/2023,20/08/2023,4970.88,,Fonterra Waitoa Energy Centre,1,4322.5,4322.5,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Fonterra Waitoa,,,,,,,,,,1046,,12/07/2023,20/08/2023,4970.88,,Boiler 5: West,1,0.0,0.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Fonterra Waitoa,,,,,,,,,,1046,,12/07/2023,20/08/2023,4970.88,,"Reinstate Stucco Cladding using new material
Replace insulation
Steel patch for 3"" hole",1,0.0,0.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Fonterra Waitoa,,,,,,,,,,1046,,12/07/2023,20/08/2023,4970.88,,"Boiler 4: Top
Reinstate Bend, fit boxes to flanges, patch holes using 700 x 700 Ali x 2",1,0.0,0.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Fonterra Waitoa,,,,,,,,,,1046,,12/07/2023,20/08/2023,4970.88,,Boiler 4: West,1,0.0,0.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Fonterra Waitoa,,,,,,,,,,1046,,12/07/2023,20/08/2023,4970.88,,"Reinstate Cladding using existing material
",1,0.0,0.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Fonterra Waitoa,,,,,,,,,,1046,,12/07/2023,20/08/2023,4970.88,,Replace insulation,1,0.0,0.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Hendl and Murray Engineering,,,,,,,,,,1050,,21/07/2023,20/08/2023,11704.7,,Frucor Manukau Pipe Bridge,1,0.0,0.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Hendl and Murray Engineering,,,,,,,,,,1050,,21/07/2023,20/08/2023,11704.7,,80NB Steam  Insulation and Cladding,1,5660.0,5660.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Hendl and Murray Engineering,,,,,,,,,,1050,,21/07/2023,20/08/2023,11704.7,,50NB Condensate Insulation and Cladding,1,4518.0,4518.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Fonterra Co-operative Group Limited,,,,,,,,,,1052,,24/07/2023,20/08/2023,7123.68,,Remedial works,1,0.0,0.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Fonterra Co-operative Group Limited,,,,,,,,,,1052,,24/07/2023,20/08/2023,7123.68,,P1 Drier A - Inlet Fan Area,1,1717.7,1717.7,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Fonterra Co-operative Group Limited,,,,,,,,,,1052,,24/07/2023,20/08/2023,7123.68,,Level 2 - Drier B,1,1569.1,1569.1,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Fonterra Co-operative Group Limited,,,,,,,,,,1052,,24/07/2023,20/08/2023,7123.68,,Level 3,1,1209.0,1209.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Fonterra Co-operative Group Limited,,,,,,,,,,1052,,24/07/2023,20/08/2023,7123.68,,Reception Silo Pad,1,1698.7,1698.7,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Advance Boiler Services,,,,,,,,,,1054,,28/07/2023,20/08/2023,12985.74,,"Papakura Timber
Insulate and Clad 80NB and 100NB Boiler lines using 0.9mm 5005 Aluminium and 50mm Preformed pipesection fibreglass",1,11291.95,11291.95,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Lawter (NZ) Ltd,,,,,,,,,,1055,,31/07/2023,20/08/2023,29483.7,,Week 03/07 - 07/07,1,0.0,0.0,,,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Lawter (NZ) Ltd,,,,,,,,,,1055,,31/07/2023,20/08/2023,29483.7,,Travel to Lawter (NZ) Ltd,1,147.5,147.5,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Lawter (NZ) Ltd,,,,,,,,,,1055,,31/07/2023,20/08/2023,29483.7,,Travel & Accommodation,1,455.0,455.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Lawter (NZ) Ltd,,,,,,,,,,1055,,31/07/2023,20/08/2023,29483.7,,Travel & Accommodation,1,455.0,455.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Lawter (NZ) Ltd,,,,,,,,,,1055,,31/07/2023,20/08/2023,29483.7,,Travel & Accommodation,1,455.0,455.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Lawter (NZ) Ltd,,,,,,,,,,1055,,31/07/2023,20/08/2023,29483.7,,Travel & Accommodation,1,455.0,455.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Lawter (NZ) Ltd,,,,,,,,,,1055,,31/07/2023,20/08/2023,29483.7,,Travel to Hamilton,1,147.5,147.5,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Lawter (NZ) Ltd,,,,,,,,,,1055,,31/07/2023,20/08/2023,29483.7,,Labour,1,7776.0,7776.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Lawter (NZ) Ltd,,,,,,,,,,1055,,31/07/2023,20/08/2023,29483.7,,Week 12/07  - 13/07,1,0.0,0.0,,,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Lawter (NZ) Ltd,,,,,,,,,,1055,,31/07/2023,20/08/2023,29483.7,,Travel to Lawter (NZ) Ltd,1,147.5,147.5,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Lawter (NZ) Ltd,,,,,,,,,,1055,,31/07/2023,20/08/2023,29483.7,,Travel & Accommodation,1,325.0,325.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Lawter (NZ) Ltd,,,,,,,,,,1055,,31/07/2023,20/08/2023,29483.7,,Travel to Hamilton,1,147.5,147.5,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Lawter (NZ) Ltd,,,,,,,,,,1055,,31/07/2023,20/08/2023,29483.7,,Labour,1,3402.0,3402.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Lawter (NZ) Ltd,,,,,,,,,,1055,,31/07/2023,20/08/2023,29483.7,,Week 19/07 - 21/07,1,0.0,0.0,,,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Lawter (NZ) Ltd,,,,,,,,,,1055,,31/07/2023,20/08/2023,29483.7,,Travel to Lawter (NZ) Ltd,1,147.5,147.5,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Lawter (NZ) Ltd,,,,,,,,,,1055,,31/07/2023,20/08/2023,29483.7,,Travel & Accommodation,1,455.0,455.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Lawter (NZ) Ltd,,,,,,,,,,1055,,31/07/2023,20/08/2023,29483.7,,Travel & Accommodation,1,455.0,455.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Lawter (NZ) Ltd,,,,,,,,,,1055,,31/07/2023,20/08/2023,29483.7,,Travel to Hamilton,1,147.5,147.5,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Lawter (NZ) Ltd,,,,,,,,,,1055,,31/07/2023,20/08/2023,29483.7,,Labour,1,4617.0,4617.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Lawter (NZ) Ltd,,,,,,,,,,1055,,31/07/2023,20/08/2023,29483.7,,Week 26/07 - 28/07,1,0.0,0.0,,,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Lawter (NZ) Ltd,,,,,,,,,,1055,,31/07/2023,20/08/2023,29483.7,,Travel to Lawter (NZ) Ltd,1,147.5,147.5,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Lawter (NZ) Ltd,,,,,,,,,,1055,,31/07/2023,20/08/2023,29483.7,,Travel & Accommodation,1,455.0,455.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Lawter (NZ) Ltd,,,,,,,,,,1055,,31/07/2023,20/08/2023,29483.7,,Travel & Accommodation,1,455.0,455.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Lawter (NZ) Ltd,,,,,,,,,,1055,,31/07/2023,20/08/2023,29483.7,,Travel to Hamilton,1,147.5,147.5,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Lawter (NZ) Ltd,,,,,,,,,,1055,,31/07/2023,20/08/2023,29483.7,,Labour,1,4698.0,4698.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Fonterra Co-operative Group Limited,,,,,,,,,,1056,,31/07/2023,20/08/2023,2533.68,,Insulate and Clad Caustic Bund Line at Fonterra Lichfield,1,2203.2,2203.2,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Smart Membrane Solutions Ltd,,,,,,,,,,1057,,31/07/2023,20/08/2023,5398.73,,Fonterra Lichfield - Insulate and Clad chilled water lines from tie ins to heat exchangers using 0.9 5005 Aluminium and 50mm Thermobreak,1,4694.55,4694.55,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Continuous Stainless Ltd,,,,,,,,,,1058,,31/07/2023,30/08/2023,18350.95,,Insulate and Clad Caustic Lines at Fonterra Morrinsville,1,15957.35,15957.35,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Industrial Welding,,,,,,,,,,1064,,04/08/2023,20/09/2023,3775.45,,Insulate and Clad piping at Puke WWTP Hot water loop 100NB pipe size,1,3283.0,3283.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
