_DataType,UID,DepositTo,Account.UID,Account.Name,Account.DisplayID,Account.URI,Customer.UID,Customer.Name,Customer.DisplayID,Customer.URI,ReceiptNumber,Date,AmountReceived,AmountReceivedForeign,PaymentMethod,Memo,Invoices,TransactionUID,ForeignCurrency,CurrencyExchangeRate,URI,RowVersion
invoice_payments,f8ef821e-cad3-40d2-b852-ba4b4d928e92,Account,6c046709-a71e-44f5-b3f2-7229c2e21f54,ANZ Bank - 00 Account,600,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/GeneralLedger/Account/6c046709-a71e-44f5-b3f2-7229c2e21f54,9703f8c3-41d7-4340-a27a-bae3011c76d5,Tetra Pak (NZ) Ltd,CUS001102,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Contact/Customer/9703f8c3-41d7-4340-a27a-bae3011c76d5,CR000091,2023-12-19T00:00:00,255.08,,,Payment; TETRA PAK (N AUTOPAY 1139 FROM TETRA PAK (NZ) LTD,"[{'RowID': 1452, 'Number': '1139', 'UID': '04a7d0c4-b052-4ad4-9881-e3f89f735060', 'AmountApplied': 255.08, 'AmountAppliedForeign': None, 'GainOrLoss': None, 'Type': 'Invoice', 'Uri': 'https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Sale/Invoice/Service/04a7d0c4-b052-4ad4-9881-e3f89f735060'}]",,,,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Sale/CustomerPayment/f8ef821e-cad3-40d2-b852-ba4b4d928e92,-3891387154978308096
invoice_payments,fd9cf77f-e83f-4b14-92f7-1a9c758b1666,Account,6c046709-a71e-44f5-b3f2-7229c2e21f54,ANZ Bank - 00 Account,600,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/GeneralLedger/Account/6c046709-a71e-44f5-b3f2-7229c2e21f54,7a6f923d-cd68-477d-9b6e-85d7ba06ccf7,Hendl and Murray Engineering,CUS001060,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Contact/Customer/7a6f923d-cd68-477d-9b6e-85d7ba06ccf7,CR000224,2024-11-25T00:00:00,269.27,,,Payment; FROM HENDL & MURRAY E,"[{'RowID': 3881, 'Number': '1372', 'UID': '5a31ae41-98a2-49ae-bb41-57bec03c40b6', 'AmountApplied': 269.27, 'AmountAppliedForeign': None, 'GainOrLoss': None, 'Type': 'Invoice', 'Uri': 'https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Sale/Invoice/Service/5a31ae41-98a2-49ae-bb41-57bec03c40b6'}]",,,,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Sale/CustomerPayment/fd9cf77f-e83f-4b14-92f7-1a9c758b1666,7776314679143432192
invoice_payments,5c6ea0a8-ab6d-49e5-9bfe-c32aef0c7664,Account,6c046709-a71e-44f5-b3f2-7229c2e21f54,ANZ Bank - 00 Account,600,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/GeneralLedger/Account/6c046709-a71e-44f5-b3f2-7229c2e21f54,ff821ada-ee57-40b4-8ea0-1e7dfceec557,DKJ Welding Services,*None,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Contact/Customer/ff821ada-ee57-40b4-8ea0-1e7dfceec557,CR000001,2023-06-09T00:00:00,279.45,,,Payment; DKJ welding 1014 FROM DKJ WELDING S,"[{'RowID': 194, 'Number': '1014', 'UID': '5b0da57a-6d0c-46c1-91f2-da72288528c7', 'AmountApplied': 279.45, 'AmountAppliedForeign': None, 'GainOrLoss': None, 'Type': 'Invoice', 'Uri': 'https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Sale/Invoice/Service/5b0da57a-6d0c-46c1-91f2-da72288528c7'}]",,,,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Sale/CustomerPayment/5c6ea0a8-ab6d-49e5-9bfe-c32aef0c7664,-8503073173405696000
invoice_payments,76fd5768-cf17-4320-8481-1ca486fbe91e,Account,6c046709-a71e-44f5-b3f2-7229c2e21f54,ANZ Bank - 00 Account,600,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/GeneralLedger/Account/6c046709-a71e-44f5-b3f2-7229c2e21f54,9703f8c3-41d7-4340-a27a-bae3011c76d5,Tetra Pak (NZ) Ltd,CUS001102,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Contact/Customer/9703f8c3-41d7-4340-a27a-bae3011c76d5,CR000327,2025-08-22T00:00:00,287.5,,,"Payment; Almo Eng Ltd Inv#1575 FROM CARR, BT","[{'RowID': 6483, 'Number': '1575', 'UID': '54405249-a2d1-4a65-b7a9-0a1f0c4aedfc', 'AmountApplied': 287.5, 'AmountAppliedForeign': None, 'GainOrLoss': None, 'Type': 'Invoice', 'Uri': 'https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Sale/Invoice/Service/54405249-a2d1-4a65-b7a9-0a1f0c4aedfc'}]",,,,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Sale/CustomerPayment/76fd5768-cf17-4320-8481-1ca486fbe91e,-8810720924903931904
invoice_payments,b8dc8a7d-5260-421c-865d-32ad0aa31d2e,Account,6c046709-a71e-44f5-b3f2-7229c2e21f54,ANZ Bank - 00 Account,600,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/GeneralLedger/Account/6c046709-a71e-44f5-b3f2-7229c2e21f54,117061f9-4302-4a75-b225-e769e9d4e608,Chris McMaster,*None,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Contact/Customer/117061f9-4302-4a75-b225-e769e9d4e608,CR000391,2025-12-22T00:00:00,289.8,,,Payment; C McMaster Supply 1708 FROM MCMASTER C J,"[{'RowID': 7996, 'Number': '1708', 'UID': '57b70842-0fed-4cd9-9d6e-792b89658c4c', 'AmountApplied': 289.8, 'AmountAppliedForeign': None, 'GainOrLoss': None, 'Type': 'Invoice', 'Uri': 'https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Sale/Invoice/Service/57b70842-0fed-4cd9-9d6e-792b89658c4c'}]",,,,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Sale/CustomerPayment/b8dc8a7d-5260-421c-865d-32ad0aa31d2e,-855391459107405824
invoice_payments,36e29f38-fca2-491c-92be-2748b1e22602,Account,6c046709-a71e-44f5-b3f2-7229c2e21f54,ANZ Bank - 00 Account,600,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/GeneralLedger/Account/6c046709-a71e-44f5-b3f2-7229c2e21f54,5c28c2a7-ee0f-4974-b23d-f5f201b1a28e,JP Marshall Engineering,*None,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Contact/Customer/5c28c2a7-ee0f-4974-b23d-f5f201b1a28e,CR000120,2024-03-20T00:00:00,321.26,,,Payment; JP MARSHALL INV-1196 FROM JP MARSHALL,"[{'RowID': 1983, 'Number': '1196', 'UID': 'f06a5925-c862-4d21-9b43-d0cbb0a9bd41', 'AmountApplied': 321.26, 'AmountAppliedForeign': None, 'GainOrLoss': None, 'Type': 'Invoice', 'Uri': 'https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Sale/Invoice/Service/f06a5925-c862-4d21-9b43-d0cbb0a9bd41'}]",,,,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Sale/CustomerPayment/36e29f38-fca2-491c-92be-2748b1e22602,-1873774521916325888
invoice_payments,ae51410b-1ef6-4418-ba89-c4bcee42dc42,Account,6c046709-a71e-44f5-b3f2-7229c2e21f54,ANZ Bank - 00 Account,600,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/GeneralLedger/Account/6c046709-a71e-44f5-b3f2-7229c2e21f54,e3c931c7-03b8-42b7-9e86-deaac89160be,Excel Refrigeration,*None,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Contact/Customer/e3c931c7-03b8-42b7-9e86-deaac89160be,CR000074,2023-11-22T00:00:00,345.0,,,Payment; EXCEL WAIKAT EXCEL FROM EXCEL REFRIGERATION,"[{'RowID': 1267, 'Number': '1111', 'UID': '486c4c44-5a79-445a-b9d6-176d161dc8d2', 'AmountApplied': 345.0, 'AmountAppliedForeign': None, 'GainOrLoss': None, 'Type': 'Invoice', 'Uri': 'https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Sale/Invoice/Service/486c4c44-5a79-445a-b9d6-176d161dc8d2'}]",,,,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Sale/CustomerPayment/ae51410b-1ef6-4418-ba89-c4bcee42dc42,-5044308659585155072
invoice_payments,11c92fda-0963-409a-b582-03078acfefc5,Account,6c046709-a71e-44f5-b3f2-7229c2e21f54,ANZ Bank - 00 Account,600,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/GeneralLedger/Account/6c046709-a71e-44f5-b3f2-7229c2e21f54,225e6beb-87e3-48a8-82e9-cd2ada59a838,Fonterra Waitoa,CUS001053,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Contact/Customer/225e6beb-87e3-48a8-82e9-cd2ada59a838,CR000021,2023-08-01T00:00:00,361.27,,,Payment; 1044 2001269278 FROM FONTERRA LIMITED,"[{'RowID': 474, 'Number': '1044', 'UID': '60a2d1e5-d24c-4802-a637-ad3f8eb9997e', 'AmountApplied': 361.27, 'AmountAppliedForeign': None, 'GainOrLoss': None, 'Type': 'Invoice', 'Uri': 'https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Sale/Invoice/Service/60a2d1e5-d24c-4802-a637-ad3f8eb9997e'}]",,,,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Sale/CustomerPayment/11c92fda-0963-409a-b582-03078acfefc5,-7782497233026416640
invoice_payments,380e37a9-f996-426c-b669-4d68ff8553a9,Account,6c046709-a71e-44f5-b3f2-7229c2e21f54,ANZ Bank - 00 Account,600,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/GeneralLedger/Account/6c046709-a71e-44f5-b3f2-7229c2e21f54,ff821ada-ee57-40b4-8ea0-1e7dfceec557,DKJ Welding Services,*None,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Contact/Customer/ff821ada-ee57-40b4-8ea0-1e7dfceec557,CR000329,2025-08-27T00:00:00,374.33,,,Payment for 1544,"[{'RowID': 6670, 'Number': '1544', 'UID': '88cda43f-8411-42bf-9b7d-c47c1b64395c', 'AmountApplied': 374.33, 'AmountAppliedForeign': None, 'GainOrLoss': None, 'Type': 'Invoice', 'Uri': 'https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Sale/Invoice/Service/88cda43f-8411-42bf-9b7d-c47c1b64395c'}]",,,,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Sale/CustomerPayment/380e37a9-f996-426c-b669-4d68ff8553a9,-5414725330889867264
invoice_payments,ee85ee5a-ecd2-4ec9-8849-d7a5420032d4,Account,6c046709-a71e-44f5-b3f2-7229c2e21f54,ANZ Bank - 00 Account,600,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/GeneralLedger/Account/6c046709-a71e-44f5-b3f2-7229c2e21f54,a8977211-c4fa-4cf7-965c-e356dd11a306,Dairy Goat Co-operative (NZ) Ltd,CUS001036,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Contact/Customer/a8977211-c4fa-4cf7-965c-e356dd11a306,CR000054,2023-09-22T00:00:00,377.76,,,Payment; APP063530 DGC FROM Dairy Goat Co-operat,"[{'RowID': 867, 'Number': '1075', 'UID': '929428e3-a574-4347-8ced-6a19128d1afb', 'AmountApplied': 377.76, 'AmountAppliedForeign': None, 'GainOrLoss': None, 'Type': 'Invoice', 'Uri': 'https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Sale/Invoice/Service/929428e3-a574-4347-8ced-6a19128d1afb'}]",,,,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Sale/CustomerPayment/ee85ee5a-ecd2-4ec9-8849-d7a5420032d4,-6341345352267857920
